id,name,prefecture,areaCodes,holeCount,parOut,parIn,parTotal,parSource,parTeeName,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18
C004707,国木原ゴルフ倶楽部,,30,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004712,根来ゴルフクラブ,,30,9,,,50,,,,,,,,,,,,,,,,,,,,
C004709,白浜ゴルフ倶楽部,,30,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004717,和歌山カントリー倶楽部,,30,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004701,日本ダイヤモンドゴルフ倶楽部（旧：セントレジャーゴルフ勝浦）,,30,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004711,那智勝浦ゴルフ倶楽部,,30,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005344,黒沢ハイランドゴルフコース,,30,9,,,50,,,,,,,,,,,,,,,,,,,,
C005320,梅の平ゴルフクラブ,,30,18,,,54,,,,,,,,,,,,,,,,,,,,
C005224,オレンジヒルズゴルフ＆リゾート（閉鎖）,,30,0,,,0,,,,,,,,,,,,,,,,,,,,
C004724,大山アークカントリークラブ,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004726,大山平原ゴルフクラブ,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004725,大山ゴルフクラブ,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004719,旭国際浜村温泉ゴルフ倶楽部,,31,36,,,90,,,,,,,,,,,,,,,,,,,,
C004730,米子ゴルフ場,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004729,三朝カントリー倶楽部（閉鎖）,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004721,倉吉ゴルフ倶楽部（旧：倉吉インターヒルズＧＣ）（閉鎖）,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004727,鳥取カントリー倶楽部吉岡温泉コース,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004720,セントパインズ　大山ゴルフクラブ（旧：朝日ゴルフクラブ　大山コース）（閉鎖）,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004722,グリーンパーク大山ゴルフ倶楽部,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004723,郡家ゴルフ倶楽部,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005299,神田ゴルフクラブ,,31,18,,,58,,,,,,,,,,,,,,,,,,,,
C000415,鳥取ゴルフ倶楽部,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000414,大山日光カントリークラブ（閉鎖）,,31,9,,,50,,,,,,,,,,,,,,,,,,,,
C004728,日本海ゴルフ倶楽部　稲葉山コース,,31,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005332,光好カントリー倶楽部,,31,0,,,0,,,,,,,,,,,,,,,,,,,,
C004731,出雲空港カントリー倶楽部,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004735,島根ゴルフ倶楽部　宍道湖コース,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004739,浜田ゴルフリンクス,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004732,いづも大社カントリークラブ【アコーディア・ゴルフ】,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004734,クラシック島根カントリークラブ（閉鎖）,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004736,水明カントリークラブ（閉鎖）,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004737,玉造温泉カントリークラブ,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004733,金城カントリークラブ,,32,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004738,浜田ゴルフ＆カントリーリゾート（旧：浜田カントリークラブ）（閉鎖）,,32,9,,,50,,,,,,,,,,,,,,,,,,,,
C004740,松江カントリークラブ（閉鎖）,,32,18,35,36,71,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000416,出雲ゴルフ倶楽部,,32,9,,,50,,,,,,,,,,,,,,,,,,,,
C004767,作州武蔵カントリー倶楽部,,33,27,,,90,,,,,,,,,,,,,,,,,,,,
C004742,赤坂カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004747,岡山北ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004743,赤坂レイクサイドカントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004764,グレート岡山ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004782,日本原カンツリー倶楽部（閉鎖）,,33,36,,,90,,,,,,,,,,,,,,,,,,,,
C004754,岡山御津カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004776,たけべの森ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004745,井原ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004756,笠岡カントリー倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004784,備前ゴルフクラブ（閉鎖）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004793,鷲羽ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004771,新岡山ゴルフクラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004785,備中高原北房カントリー倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004770,チェリーゴルフクラブ高梁コース(閉鎖),,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004757,和気愛愛ゴルフファーム倶楽部（旧：和気ゴルフクラブ）（閉鎖）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004792,ＢＬＵＥ　ＲＥＳＯＲＴランドマークゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004766,ザ・オークレットゴルフクラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004789,湯郷石橋ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004749,岡山空港ゴルフコース,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004752,岡山西ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004750,岡山国際ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004788,美作カントリークラブ（閉鎖）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004768,サンフォレストゴルフクラブ(閉鎖),,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004761,久米カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004769,山陽ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004746,岡山カントリークラブ　桃の郷コース,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004778,タカガワ新湯原カントリー倶楽部（閉鎖）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004783,パインツリーゴルフクラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004748,岡山金陵カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004751,岡山ゴルフ倶楽部　帯江コース,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004774,瀬戸大橋カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004787,水島ゴルフリンクス,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004759,吉備カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004773,津山ゴルフクラブ(閉鎖),,33,18,,,90,,,,,,,,,,,,,,,,,,,,
C004753,花回廊ゴルフコース,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004794,奥津ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004758,鬼ノ城ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004790,ペニンシュラゴルフクラブ　湯郷コース（旧ＪＡＰＡＮ湯の郷旭ＧＣ）（閉鎖）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004760,吉備高原カントリークラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004775,ＪＦＥ瀬戸内海ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004762,倉敷カントリー倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004786,ＭＧＭ　ＭＡＮＩＷＡ（旧：真庭カンツリークラブ）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004781,アラン･チャールズ ゴルフアンドリゾート岡山（閉鎖),,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004755,長船カントリークラブ,,33,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004741,英田光カントリークラブ(閉鎖),,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004780,東児が丘マリンヒルズゴルフクラブ,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004772,神郷カントリークラブ（閉鎖）,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004777,玉野ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000391,岡山霞橋ゴルフ倶楽部,,33,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004744,明日香カントリー倶楽部(閉鎖),,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004791,ラ・レインボーカントリー倶楽部（閉鎖）,,33,27,,,0,,,,,,,,,,,,,,,,,,,,
C004765,後楽ゴルフ倶楽部,,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005347,カバヤゴルフガーデン（練習場のみ営業中）,,33,9,,,50,,,,,,,,,,,,,,,,,,,,
C004763,クリスタルリンクスゴルフクラブ(閉鎖),,33,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004779,津山カントリークラブ(閉鎖）,,33,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005331,カバヤゴルフガーデン,,33,0,,,0,,,,,,,,,,,,,,,,,,,,
C004833,本郷カントリー倶楽部【アコーディア・ゴルフ】,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004813,竹原カントリークラブ【アコーディア・ゴルフ】,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004820,白竜湖カントリークラブ【アコーディア・ゴルフ】,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004821,東広島カントリークラブ,,34,36,,,90,,,,,,,,,,,,,,,,,,,,
C004802,尾道ゴルフ倶楽部,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004804,京覧カントリークラブ,,34,27,,,90,,,,,,,,,,,,,,,,,,,,
C004795,広島紅葉カントリークラブ,,34,27,,,90,,,,,,,,,,,,,,,,,,,,
C004841,瀬戸内ゴルフリゾート,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004824,広島国際ゴルフ倶楽部,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004818,千代田ゴルフ倶楽部【アコーディア・ゴルフ】,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004831,福山カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004812,広島吉和の森ゴルフ倶楽部（旧チェリーゴルフ吉和の森コース）,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004827,広島安佐ゴルフクラブ【アコーディア・ゴルフ】,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004839,リージャスクレストゴルフクラブ　グランド,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004829,広島西カントリー倶楽部,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004811,新市クラシックゴルフクラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004797,安芸カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004801,尾道カントリークラブ　宇根山コース,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004840,リージャスクレストゴルフクラブ　ロイヤル,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004838,八千代カントリークラブ,,34,27,,,90,,,,,,,,,,,,,,,,,,,,
C004836,三原カンツリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004807,呉カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004828,広島みずほカントリークラブ（旧：広島東映カントリークラブ）,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004805,久井カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004800,尾道うずしおカントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004826,広島佐伯カントリー倶楽部,,34,36,,,90,,,,,,,,,,,,,,,,,,,,
C004832,富士三次カントリークラブ（閉鎖）,,34,27,,,90,,,,,,,,,,,,,,,,,,,,
C004817,アイリスカントリークラブ（閉鎖）,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004808,芸南カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004798,セントパインズゴルフクラブ（閉鎖）,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004809,郷原カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004816,鷹の巣ゴルフクラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004837,宮島志和カンツリー倶楽部,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004835,福山東ゴルフクラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004806,グリーンバーズゴルフ倶楽部,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004810,庄原カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000398,宮島カンツリー倶楽部,,34,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004796,パインヒールズリゾートカントリークラブ（閉鎖）,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004834,松永カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004815,仙養ヶ原ゴルフクラブ（閉鎖）,,34,18,30,36,66,,,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
C004799,太田川ゴルフ場,,34,18,,,62,,,,,,,,,,,,,,,,,,,,
C004825,広島ゴルフ倶楽部　鈴が峰コース,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C005379,カントリーパーク仙養,,34,18,30,36,66,,,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
C004819,戸山カンツリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000399,福山ゴルフ倶楽部,,34,9,,,50,,,,,,,,,,,,,,,,,,,,
C005215,海見山カントリークラブ（ショートコース）,,34,0,,,0,,,,,,,,,,,,,,,,,,,,
C004803,賀茂カントリークラブ,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004814,瀬野川カンツリー倶楽部,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004822,広島カンツリー倶楽部　西条コース,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004823,広島カンツリー倶楽部　八本松コース,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004830,フォレストヒルズ　ゴルフ＆リゾート,,34,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004850,山陽国際ゴルフクラブ【アコーディア・ゴルフ】,,35,36,,,90,,,,,,,,,,,,,,,,,,,,
C004859,徳山カントリークラブ（閉鎖）,,35,27,,,90,,,,,,,,,,,,,,,,,,,,
C004871,山口レインボーヒルズ豊田湖ゴルフクラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004842,厚狭ゴルフ倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004870,山口レインボーヒルズ 関門菊川ゴルフクラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004858,アイランドゴルフガーデン宇部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004872,山口レインボーヒルズ泉水原ゴルフクラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004868,柳井カントリー倶楽部,,35,27,,,90,,,,,,,,,,,,,,,,,,,,
C004849,山陽グリーンゴルフコース,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004876,宇部７２カントリークラブ　江畑池コース,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004865,ユニマット山口ゴルフ倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004867,美和ゴルフクラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004863,ブルーラインカントリー倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004855,周防カントリークラブ（閉鎖）,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004874,レークスワンカントリー倶楽部　美祢コース（山口県）,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004844,岩国センチュリーゴルフクラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004869,毛利庭園ゴルフ倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004864,プレジデントカントリー倶楽部山陽,,35,27,,,90,,,,,,,,,,,,,,,,,,,,
C004854,白須那カントリークラブ（閉鎖）,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004861,中須ゴルフ倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004875,和木ゴルフ倶楽部【アコーディア・ゴルフ】,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004866,新美祢カントリークラブ（閉鎖）,,35,27,,,90,,,,,,,,,,,,,,,,,,,,
C004862,光カントリー倶楽部（閉鎖）,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004847,宇部７２カントリークラブ　万年池西コース,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004857,朝陽カントリークラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004873,湯田カントリークラブ（山口県）,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004848,宇部７２カントリークラブ　万年池東コース,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004846,宇部７２カントリークラブ　阿知須コース,,35,18,37,36,73,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004856,セントラルパークゴルフ倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004843,岩国カントリー倶楽部（閉鎖）,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004851,下関ゴールデンゴルフクラブ,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004860,徳山国際カントリー倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004845,萩・石見カントリー倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004853,周南カントリー倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000407,船木ゴルフ倶楽部,,35,9,,,50,,,,,,,,,,,,,,,,,,,,
C000408,中関ゴルフ＆コミュニティ倶楽部（閉鎖）,,35,18,,,50,,,,,,,,,,,,,,,,,,,,
C004852,（社）下関ゴルフ倶楽部,,35,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000406,くだまつパブリックゴルフ,,35,9,,,50,,,,,,,,,,,,,,,,,,,,
C005326,木屋川ゴルフセンター,,35,0,,,0,,,,,,,,,,,,,,,,,,,,
C004887,鳴門カントリークラブ,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004886,タカガワ東徳島ゴルフ倶楽部,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004883,タカガワ西徳島ゴルフ倶楽部,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004884,グランディ鳴門ゴルフクラブ３６,,36,36,,,90,,,,,,,,,,,,,,,,,,,,
C004878,御所カントリークラブ（徳島県）,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004879,コート・ベール徳島ゴルフクラブ,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004889,レオマ高原ゴルフ倶楽部,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004882,四国カントリークラブ　穴吹コース,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004877,阿南カントリークラブ,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004881,Ｊクラシックゴルフクラブ,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004888,眉山カントリークラブ,,36,18,34,36,70,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004885,徳島カントリー倶楽部　月の宮コース,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004880,サンピアゴルフクラブ,,36,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C000417,徳島ゴルフ倶楽部,,36,9,,,50,,,,,,,,,,,,,,,,,,,,
C004894,琴平カントリー倶楽部,,37,27,,,90,,,,,,,,,,,,,,,,,,,,
C004893,タカガワ新琴南ゴルフ倶楽部,,37,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004897,讃岐カントリークラブ,,37,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004892,エリエールゴルフクラブ（香川県）,,37,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004905,詫間カントリークラブ（閉鎖）,,37,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004909,ロイヤル高松カントリークラブ,,37,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
C004900,サンライズヒルズカントリークラブ,,37,27,,,90,,,,,,,,,,,,,,,,,,,,
C004901,高松カントリー倶楽部,,37,18,36,36,72,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
